START,2014/06/10
2,530,530,530,520,520,510,540,620,830,1180,1310,1380,1390,1420,1450,1450,1390,1210,1020,900,790,690,610,580
3,30,29,28,29,29,26,26,33,50,66,68,72,73,74,77,79,79,76,67,58,45,41,34,30
4,11,12,11,11,12,11,11,29,76,146,143,144,144,143,142,124,72,38,18,17,17,12,11,11
5,19,19,19,19,19,17,17,27,44,57,60,67,71,65,72,87,89,81,50,43,36,32,27,25
6,102,98,97,96,95,93,109,102,122,190,226,240,253,264,260,261,264,252,207,176,148,133,124,118
7,22,21,20,20,20,18,20,24,32,49,65,64,65,66,69,71,67,60,48,40,34,28,24,21
8,49,48,48,47,45,46,50,66,117,184,219,238,227,252,263,256,255,228,200,179,147,93,64,50
9,6,5,5,5,6,5,5,6,17,43,42,43,38,40,45,44,50,41,34,23,22,20,14,10
10,6,6,6,5,6,5,8,14,27,36,36,44,36,41,56,54,54,57,43,14,13,12,12,10
11,25,24,22,22,20,17,17,17,24,44,57,66,76,71,73,78,67,59,59,58,44,36,30,28
12,264,263,268,263,264,267,277,298,316,364,385,397,406,398,396,391,383,318,295,286,280,277,272,269
13,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14,1,1,1,1,1,1,1,2,1,3,3,5,3,5,5,5,6,4,2,3,1,2,1,1
15,3,3,2,3,2,3,3,2,3,3,4,3,4,4,4,3,4,3,2,3,3,3,2,3
16,1,1,1,0,1,1,1,1,2,4,4,6,4,5,4,5,7,5,4,3,3,2,1,1
17,19,19,19,19,18,17,18,27,43,57,61,66,71,65,71,87,89,80,50,43,36,31,27,26
18,2,3,2,3,2,3,1,1,8,15,14,16,16,16,17,18,18,17,11,10,9,9,9,9
19,10,10,10,11,9,10,9,10,15,21,25,28,26,27,32,34,31,31,28,24,20,16,12,10
20,0,1,0,1,0,0,1,0,1,2,3,3,1,1,0,1,0,0,1,0,1,0,1,0
21,0,0,0,0,0,0,0,1,2,4,4,5,5,4,4,4,4,0,0,0,0,0,0,0
22,4,5,5,5,5,4,5,14,20,18,17,19,26,20,21,34,38,31,10,7,5,5,5,4
23,49,48,47,46,45,46,50,65,116,183,219,237,226,252,261,256,254,227,199,178,147,93,62,51
24,1,1,1,0,1,2,1,1,3,3,5,6,8,10,9,9,9,7,2,1,1,1,1,1
25,4,3,3,3,3,4,3,4,27,39,39,41,44,45,45,45,43,41,36,35,26,3,3,3
26,12,11,11,12,11,12,11,14,18,37,41,42,30,44,44,42,40,36,36,35,26,17,13,12
27,6,7,6,6,7,6,7,11,17,26,36,40,41,42,46,43,43,41,29,21,15,11,10,7
28,20,19,20,18,17,18,18,24,38,54,68,73,74,76,79,81,83,67,62,57,53,41,26,19
29,7,7,7,7,8,7,10,12,14,22,31,34,34,37,41,38,39,35,26,21,18,14,11,8
30,0,0,0,0,0,0,0,0,2,5,4,4,1,7,6,4,4,7,9,9,9,5,1,0
31,25,23,22,21,20,17,17,17,24,44,57,66,74,72,72,77,68,58,59,58,43,35,31,27
32,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1
33,4,3,4,6,4,4,4,4,5,11,10,11,16,12,13,15,10,12,7,6,8,4,4,5
34,14,12,11,9,9,7,7,7,10,23,33,41,43,44,44,47,43,30,35,36,24,20,16,13
35,6,7,7,6,6,6,5,6,8,11,11,14,15,15,15,15,14,15,17,15,11,10,10,9
36,29,29,29,28,29,26,26,32,51,65,68,72,73,73,77,79,79,75,68,58,44,41,35,29
37,1,1,0,1,1,1,0,1,1,2,1,2,1,2,2,2,3,2,3,3,2,2,1,1
38,11,9,10,10,10,10,9,12,16,16,17,18,18,19,19,19,19,18,19,15,10,8,8,8
39,12,13,12,13,12,9,9,14,23,28,30,29,28,29,33,35,35,36,32,30,27,26,19,14
40,6,7,6,7,7,6,7,7,12,21,22,23,27,25,25,25,24,21,18,12,7,8,7,7
41,23,23,23,23,23,23,23,23,23,24,24,24,25,23,24,23,24,26,23,23,22,23,23,23
42,2,2,2,3,2,2,14,6,6,27,33,32,33,34,33,32,33,26,26,26,6,3,2,2
43,4,3,4,3,3,4,6,5,10,14,26,26,26,30,30,29,27,27,16,8,7,6,3,4
44,1,1,2,1,1,2,1,1,27,14,15,15,14,15,15,16,14,8,3,3,3,1,2,2
45,2,2,2,2,2,2,2,10,10,13,13,12,13,13,13,14,13,9,2,1,2,2,2,2
46,1,1,1,1,1,1,1,4,4,7,7,8,8,7,7,6,7,4,1,1,1,1,0,1
47,2,2,1,2,2,1,1,4,6,7,8,7,7,7,8,7,7,5,3,3,3,2,1,2
48,0,0,0,0,0,0,0,0,18,88,86,86,86,85,86,65,16,3,4,3,3,1,0,0
49,0,1,0,0,0,1,0,0,3,4,5,4,5,5,4,5,5,2,0,0,1,0,0,0
50,0,1,1,1,1,1,2,4,6,7,6,6,7,7,6,6,7,4,1,1,1,1,1,1
51,0,1,0,0,0,0,1,1,3,3,4,3,4,3,3,3,4,2,0,0,1,0,0,0
52,1,0,1,0,1,0,1,3,2,3,3,3,3,3,2,3,3,2,1,0,1,0,1,0
53,101,98,96,95,95,92,108,102,121,188,224,239,250,261,259,258,262,249,206,175,147,132,122,118
54,6,6,6,6,6,6,6,6,6,7,8,7,8,8,7,8,7,6,7,6,6,6,7,6
55,15,14,13,15,14,14,13,17,16,20,26,28,29,34,30,30,30,27,23,20,19,14,14,15
56,12,11,11,11,10,10,9,9,12,20,24,29,32,33,34,34,37,35,31,27,24,19,17,17
57,17,16,16,14,14,13,14,14,28,50,61,66,68,69,68,69,72,70,54,39,39,37,33,29
58,21,20,20,20,21,21,21,19,20,23,23,24,28,29,31,31,31,30,25,24,23,23,22,22
59,6,5,5,5,6,5,5,6,16,44,42,42,38,40,44,44,50,41,34,23,22,20,14,10
60,4,3,4,3,4,3,4,4,13,28,32,32,33,33,33,34,34,32,27,21,20,18,12,8
61,2,1,2,2,1,2,2,2,3,16,9,10,5,7,10,9,17,9,5,3,2,2,1,2
62,3,2,1,2,1,2,2,1,1,20,26,22,21,25,26,26,26,26,26,26,6,2,2,2
63,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64,0,0,0,0,0,0,0,0,0,11,14,15,16,15,15,15,15,15,15,15,3,0,0,0
65,2,2,1,2,1,2,1,1,1,9,11,6,6,10,10,11,10,11,10,11,3,2,1,2
66,260,260,270,260,270,260,280,290,320,360,390,390,410,390,400,390,380,320,290,280,280,280,270,270
67,2,1,2,2,1,2,3,4,4,4,5,4,5,5,4,4,4,4,2,3,2,1,2,1
68,1,1,2,1,1,1,1,1,3,2,3,4,4,4,4,3,2,2,1,2,1,2,1,2
69,0,0,1,0,0,1,1,1,4,6,4,2,5,3,3,2,2,1,0,0,1,0,0,0
70,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
71,0,0,0,0,0,0,0,0,2,1,2,3,3,5,3,4,2,0,0,0,0,0,0,0
72,1,1,1,1,1,1,1,1,2,3,2,3,4,3,4,3,3,3,3,1,1,1,1,1
73,2,1,1,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,1
74,41,41,41,41,41,41,41,41,41,41,42,42,41,42,41,42,41,41,41,41,41,41,41,41
75,2,3,2,3,2,3,2,3,2,2,3,2,1,2,2,2,3,2,2,3,2,3,2,3
76,46,47,46,46,47,46,47,46,47,46,47,46,47,46,47,46,46,47,46,46,47,46,46,47
77,45,44,48,44,45,45,49,47,45,49,51,46,47,46,46,46,46,45,45,45,45,49,45,47
