START,2014/05/28
2,520,510,510,510,500,500,530,600,840,1120,1290,1320,1330,1300,1360,1360,1330,1180,1030,930,840,710,640,600
3,28,27,27,27,26,24,24,33,47,61,69,67,64,71,74,73,72,61,54,53,41,38,33,32
4,11,12,11,11,11,11,11,29,87,136,136,137,124,50,51,50,50,35,18,16,18,12,11,12
5,20,20,20,20,20,18,18,27,36,37,47,45,56,57,76,79,82,72,60,54,52,28,25,20
6,98,93,92,92,90,87,100,101,119,191,230,243,250,257,261,271,273,256,235,215,191,171,162,152
7,19,18,18,19,18,18,19,21,32,47,56,59,62,71,80,84,74,67,54,44,36,31,26,21
8,47,46,47,46,46,47,53,68,128,171,211,218,223,250,261,253,246,222,187,172,147,96,63,48
9,7,6,6,7,6,6,7,8,16,35,39,44,40,38,42,43,41,40,34,28,18,13,13,7
10,12,9,7,6,6,6,7,15,27,45,50,49,38,41,51,50,54,53,46,13,12,17,19,15
11,20,20,21,19,19,18,17,18,31,50,74,70,79,78,77,70,60,53,55,60,42,32,28,23
12,258,260,259,258,257,262,267,285,310,341,375,385,394,383,384,380,371,318,292,274,276,266,266,263
13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14,1,1,1,1,1,2,1,2,2,2,3,3,2,5,6,7,6,3,2,2,2,1,2,1
15,3,2,3,3,2,3,3,2,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,2
16,1,1,1,1,2,1,1,1,2,3,3,4,4,4,4,4,5,5,3,3,3,3,2,1
17,20,20,19,20,20,18,18,27,35,38,46,45,56,57,76,78,82,72,60,53,52,28,25,20
18,2,3,2,2,3,2,1,2,2,3,3,5,13,13,19,20,23,18,20,20,21,3,3,3
19,12,11,12,12,11,11,12,11,16,19,27,25,27,27,29,28,29,29,27,25,23,18,17,13
20,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,2,2,3,2,2,2,0,1,0
21,0,0,0,0,0,0,0,1,3,4,5,4,4,4,8,9,9,3,0,0,0,0,0,0
22,5,4,5,4,5,4,3,12,16,15,16,13,15,14,27,27,27,22,9,5,5,5,4,4
23,47,46,46,46,46,46,52,68,128,170,210,217,222,250,259,252,246,220,187,171,147,94,63,48
24,1,1,0,1,1,2,1,2,1,2,5,7,7,7,9,7,8,7,6,5,1,1,1,1
25,3,3,4,3,3,3,4,4,29,37,41,41,43,42,44,43,42,42,40,40,27,3,3,3
26,12,12,13,12,12,12,13,16,19,30,31,31,34,41,46,42,43,37,28,26,26,19,14,12
27,5,6,5,6,5,5,8,11,20,24,34,39,39,42,44,42,40,35,26,20,13,9,8,6
28,18,18,18,17,18,18,19,24,37,51,65,66,66,75,76,74,71,64,57,54,54,47,29,18
29,8,7,8,7,8,7,10,13,16,23,30,34,36,40,42,41,40,35,26,21,21,14,9,8
30,0,0,0,0,0,0,0,0,6,6,7,5,4,8,6,8,8,7,8,9,6,3,0,0
31,20,20,21,19,18,18,17,18,31,50,73,70,79,77,76,70,60,53,54,60,41,32,28,22
32,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
33,3,3,6,3,3,3,3,3,8,8,23,18,25,23,21,14,10,9,7,9,5,4,3,4
34,8,9,7,8,7,7,7,8,12,28,34,35,37,38,38,41,32,28,31,32,22,16,15,11
35,8,8,7,7,8,7,7,7,9,14,16,15,17,15,16,16,16,15,16,18,14,11,10,7
36,28,26,27,28,26,23,24,33,47,61,68,67,64,71,73,74,72,61,53,52,42,37,33,32
37,1,1,1,0,1,1,1,0,1,1,2,1,1,3,2,2,2,1,1,1,1,0,1,1
38,8,7,8,7,8,7,8,10,13,13,13,14,14,15,16,18,17,16,15,13,8,8,7,8
39,13,13,13,13,12,10,9,15,23,29,29,29,27,30,30,32,33,26,22,24,24,23,18,18
40,6,7,7,7,6,7,6,8,11,20,25,24,24,26,26,23,21,20,16,15,10,7,7,6
41,23,24,22,22,23,25,23,21,25,23,26,25,23,25,23,24,23,23,22,22,23,22,22,23
42,2,2,3,2,2,3,14,7,5,29,32,33,33,32,33,33,35,28,26,26,15,4,2,2
43,2,4,3,2,3,3,6,5,10,15,27,27,27,27,28,29,29,26,13,9,6,6,3,3
44,1,2,1,1,2,1,1,1,18,9,10,10,12,10,10,11,11,7,3,2,3,1,2,1
45,2,2,2,3,2,2,2,9,8,11,11,11,12,11,11,10,10,7,2,3,2,2,2,3
46,0,1,1,1,1,0,1,4,4,6,6,7,5,4,4,4,4,3,1,1,1,1,1,1
47,2,1,2,2,1,2,1,5,7,7,8,7,8,7,6,7,6,5,3,2,3,1,2,1
48,0,0,0,0,0,0,0,0,39,86,86,87,71,4,4,4,4,4,3,3,4,0,0,0
49,0,0,0,1,0,0,1,0,2,5,5,5,5,4,5,5,5,2,0,0,1,0,0,0
50,1,0,1,1,1,1,1,5,6,7,6,6,7,6,7,6,7,5,1,1,1,1,1,1
51,0,1,0,0,0,0,0,2,3,3,4,3,3,3,3,4,3,2,1,0,0,0,1,0
52,1,1,0,1,0,1,0,3,3,3,3,3,3,2,3,3,3,3,0,1,0,1,0,1
53,96,93,92,91,89,87,99,100,119,189,228,241,249,254,259,269,270,254,233,214,189,170,160,150
54,6,6,6,6,6,6,6,6,7,6,7,7,8,8,8,7,7,6,7,6,6,6,6,6
55,11,12,12,12,11,11,13,11,13,16,17,18,19,18,21,25,25,23,26,26,31,34,34,34
56,14,13,12,13,11,10,10,9,12,25,30,34,37,41,46,46,44,43,41,35,30,25,23,25
57,13,11,10,11,10,8,7,16,26,50,60,64,66,70,69,74,72,72,64,58,51,49,45,34
58,23,21,22,22,21,21,20,21,21,23,28,31,35,31,29,31,32,31,34,29,25,23,23,23
59,7,6,6,7,6,6,6,8,16,35,39,44,40,37,42,42,42,39,34,28,18,13,12,7
60,3,3,3,3,3,3,3,5,13,27,32,34,31,32,33,33,34,34,32,25,14,11,9,5
61,3,4,3,3,3,3,4,3,3,7,7,10,8,6,8,9,7,5,3,3,2,3,3,2
62,1,2,1,2,1,1,2,4,19,19,22,16,19,21,23,26,26,27,25,25,7,2,2,2
63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
64,0,0,0,0,0,0,0,2,12,11,11,11,14,15,15,15,15,16,15,15,3,0,0,0
65,1,1,2,1,1,1,1,2,8,8,10,5,4,6,8,10,11,11,10,10,4,1,2,2
66,250,260,260,260,250,270,260,290,300,340,380,380,390,390,380,380,370,310,290,280,270,270,260,260
67,1,2,1,2,1,2,3,3,5,3,5,4,5,4,5,4,4,4,3,3,2,2,2,1
68,1,1,2,1,1,1,2,1,2,1,3,3,5,3,4,4,2,2,2,1,2,1,2,2
69,0,0,0,0,1,1,1,1,4,1,4,2,4,3,3,1,3,1,0,0,1,0,0,0
70,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1
71,0,0,0,0,0,0,0,1,1,1,2,3,3,4,4,4,3,0,0,0,0,0,0,0
72,1,1,2,1,1,1,1,2,1,3,3,3,3,4,2,3,3,3,2,2,1,1,1,1
73,1,1,1,1,2,1,1,1,2,1,2,3,2,2,2,3,2,2,1,2,1,1,2,1
74,40,41,41,40,41,41,40,41,41,41,41,41,42,41,42,41,41,41,41,41,40,41,41,40
75,4,2,3,4,3,3,3,4,3,3,3,3,4,3,4,4,4,3,5,4,3,3,4,3
76,46,46,47,46,47,46,46,47,46,47,47,46,47,47,47,46,47,45,40,38,47,46,47,46
77,44,46,44,44,44,44,44,43,44,49,46,45,46,45,45,46,45,44,43,44,44,44,44,44
78,12,12,12,12,12,11,12,12,12,16,22,23,23,23,22,23,22,12,12,12,12,12,12,12
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4,3,3,3,3,5,6,6,13,12,12,13,14,14,14,14,11,11,11,6,4,3,3,3
81,63,63,62,62,62,62,63,64,65,66,69,71,73,74,73,72,71,68,67,65,64,64,64,64
82,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,5
83,82,83,82,82,82,83,82,86,87,91,100,104,107,106,105,104,101,94,90,87,89,86,86,87
84,22,23,22,23,22,27,28,30,43,46,64,64,70,67,68,66,62,41,42,32,25,24,25,22
85,137,139,137,137,137,137,138,141,143,148,149,149,148,148,148,148,148,141,132,129,139,137,138,137
86,1,1,1,1,1,1,0,6,7,15,17,17,18,17,18,17,17,7,2,2,1,2,1,1
87,9,8,9,8,9,10,12,15,19,24,28,29,32,30,29,29,26,24,20,16,15,11,9,10
88,1,1,2,1,1,1,0,2,7,9,13,15,13,9,11,10,11,5,2,1,3,1,1,2
89,1,0,1,0,1,0,2,4,5,5,5,6,5,6,5,6,5,4,1,1,0,1,0,1
90,4,4,4,4,4,4,4,5,5,5,6,6,6,5,6,5,6,6,6,5,5,4,4,4
91,10,11,11,11,10,11,11,10,11,11,11,11,11,10,11,11,11,11,11,10,11,11,11,10
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,3,3,3,2,3,3,3,3,4,4,5,4,4,5,4,4,3,3,2,4,3,3,3
94,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0
95,30,40,40,40,40,30,40,50,70,90,120,130,130,140,170,180,150,140,120,90,70,70,50,50
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,0,0
97,2,2,1,2,1,2,1,2,2,1,2,2,3,3,3,4,3,2,2,2,1,2,1,2
98,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,0,0,0,0,0
99,5,5,6,5,5,5,6,5,5,6,6,5,6,5,9,10,11,9,8,5,6,5,5,5
100,3,3,4,3,3,3,3,3,4,4,6,6,6,8,12,18,7,7,7,4,4,4,4,3
