START,2014/03/19
2,410,410,410,390,400,430,430,500,630,740,850,860,860,880,910,910,870,750,610,570,530,480,430,400
3,30,30,30,31,30,29,26,32,45,57,66,69,62,64,62,59,56,50,48,47,44,40,35,32
4,11,11,11,11,10,11,12,41,89,79,75,81,91,74,76,63,55,42,13,12,12,11,11,11
5,9,9,8,9,9,8,9,13,26,37,42,47,43,48,44,43,44,18,16,10,9,9,8,8
6,101,100,98,97,101,108,114,107,121,150,195,196,196,208,219,221,223,184,152,136,120,112,99,89
7,17,15,15,15,16,15,15,20,29,39,44,49,43,51,55,55,62,59,47,39,34,26,23,20
8,38,37,38,38,38,38,43,53,82,107,119,134,139,147,164,162,157,141,112,101,87,54,45,39
9,11,12,7,7,6,6,7,6,9,23,24,28,22,22,20,19,19,16,19,18,19,20,15,10
10,7,6,5,6,6,5,7,6,7,12,15,17,15,17,18,17,20,14,9,9,7,9,8,8
11,14,14,16,14,13,14,14,14,15,17,21,19,17,19,26,24,21,20,20,19,16,20,15,17
12,180,175,172,163,169,184,191,197,206,215,248,220,223,229,225,241,218,195,178,176,179,175,167,163
13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1,1,1,1,2,1,1,2,1,2,2,3,4,4,4,4,4,6,2,2,1,2,1,1
15,3,3,3,3,4,3,3,4,3,4,3,4,3,4,4,3,3,4,3,3,3,4,3,3
16,1,1,2,1,1,2,1,1,2,2,2,4,4,4,5,5,5,5,3,4,3,2,1,2
17,9,9,9,8,9,8,9,14,25,37,41,47,43,48,44,42,44,16,3,10,9,9,8,8
18,0,0,0,0,0,0,0,0,10,21,43,29,28,28,26,25,26,1,0,2,2,1,2,2
19,0,0,0,1,0,0,0,0,1,9,9,10,6,9,7,8,8,5,0,2,1,2,1,1
20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
21,0,0,0,0,0,0,0,0,1,25,27,25,25,25,25,24,24,1,0,1,0,0,0,0
22,1,0,1,0,1,0,0,1,1,4,6,6,8,10,8,9,9,8,2,5,5,4,4,5
23,37,38,37,38,37,38,43,52,82,106,116,133,137,147,163,161,157,139,112,101,86,53,45,38
24,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,4,4,2,2,2,1,2,1
25,3,3,3,3,2,2,2,2,14,18,16,18,17,16,17,16,18,18,17,15,15,2,1,2
26,12,13,12,13,12,13,13,13,20,34,34,38,34,37,38,37,38,37,29,30,28,16,13,13
27,6,5,6,5,6,6,8,8,17,15,15,18,20,22,24,25,23,22,20,17,12,9,8,6
28,12,12,12,12,12,12,13,16,18,20,27,33,37,41,47,47,44,38,32,27,22,20,17,12
29,5,5,5,5,4,5,8,11,8,13,16,20,24,23,28,29,28,25,14,10,9,6,6,6
30,0,0,0,0,0,0,0,1,6,6,6,7,6,7,7,8,4,0,0,0,0,0,0,0
31,14,14,16,14,13,14,13,14,15,17,20,19,17,19,26,24,20,20,20,19,16,19,16,16
32,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1
33,4,3,6,3,4,3,4,3,5,5,7,5,4,5,10,7,4,4,3,4,4,6,4,4
34,5,5,5,4,5,4,5,4,5,5,6,6,7,8,10,9,10,9,10,7,7,7,7,7
35,6,5,5,5,5,5,5,5,6,6,7,6,6,5,7,6,6,7,6,7,5,5,5,5
36,30,29,30,31,30,28,27,31,45,57,66,69,62,64,62,59,55,50,48,47,45,39,35,32
37,1,0,1,1,0,1,0,1,2,6,4,5,4,3,4,4,4,1,2,1,1,0,1,1
38,8,9,9,8,9,9,9,8,10,15,14,18,16,16,13,14,13,11,11,10,10,9,10,8
39,14,14,15,15,14,13,11,16,25,31,34,35,30,30,29,30,30,29,28,27,26,22,19,16
40,7,7,7,7,7,7,7,7,9,12,17,16,16,18,18,16,11,10,10,10,8,8,7,7
41,29,29,28,26,28,29,27,25,26,26,27,25,23,21,23,25,22,21,19,19,18,16,17,18
42,3,2,3,2,3,2,9,6,14,28,36,37,37,37,39,38,36,13,6,5,4,3,3,2
43,3,2,2,3,2,2,3,4,7,15,28,30,29,29,30,28,28,17,8,6,6,5,2,3
